"","PctRespMA7Days","RespVisits","AdmissionDate","PctResp","AllVisits","PHU","phuname"
"44","10.922897",32,2019-11-05,12.749,251,"APH","The District of Algoma Health Unit"
"45","11.270718",32,2019-11-06,12.261,261,"APH","The District of Algoma Health Unit"
"46","11.462882",26,2019-11-07,9.524,273,"APH","The District of Algoma Health Unit"
"47","12.577204",38,2019-11-08,16.594,229,"APH","The District of Algoma Health Unit"
"48","12.571104",27,2019-11-09,13.235,204,"APH","The District of Algoma Health Unit"
"49","13.095238",40,2019-11-10,15.936,251,"APH","The District of Algoma Health Unit"
"50","13.333333",35,2019-11-11,13.672,256,"APH","The District of Algoma Health Unit"
"51","12.884504",24,2019-11-12,9.639,249,"APH","The District of Algoma Health Unit"
"52","11.921296",16,2019-11-13,6.015,266,"APH","The District of Algoma Health Unit"
"53","12.078978",28,2019-11-14,10.487,267,"APH","The District of Algoma Health Unit"
"54","11.425339",32,2019-11-15,11.636,275,"APH","The District of Algoma Health Unit"
"55","11.241611",26,2019-11-16,11.607,224,"APH","The District of Algoma Health Unit"
"56","10.432277",20,2019-11-17,10.101,198,"APH","The District of Algoma Health Unit"
"57","10.394061",36,2019-11-18,13.235,272,"APH","The District of Algoma Health Unit"
"58","10.567735",30,2019-11-19,10.83,277,"APH","The District of Algoma Health Unit"
"59","11.054710",24,2019-11-20,9.231,260,"APH","The District of Algoma Health Unit"
"60","11.262799",30,2019-11-21,11.905,252,"APH","The District of Algoma Health Unit"
"61","11.123986",26,2019-11-22,10.7,243,"APH","The District of Algoma Health Unit"
"62","11.025943",21,2019-11-23,10.825,194,"APH","The District of Algoma Health Unit"
"63","11.686816",36,2019-11-24,15.063,239,"APH","The District of Algoma Health Unit"
"64","11.483798",35,2019-11-25,11.905,294,"APH","The District of Algoma Health Unit"
"65","11.361015",25,2019-11-26,9.921,252,"APH","The District of Algoma Health Unit"
"66","11.316260",17,2019-11-27,8.293,205,"APH","The District of Algoma Health Unit"
"67","10.569583",20,2019-11-28,7.246,276,"APH","The District of Algoma Health Unit"
"68","10.322581",22,2019-11-29,8.98,245,"APH","The District of Algoma Health Unit"
"69","10.168507",20,2019-11-30,9.524,210,"APH","The District of Algoma Health Unit"
"70","9.790210",29,2019-12-01,12.393,234,"APH","The District of Algoma Health Unit"
"71","9.647059",31,2019-12-02,11.151,278,"APH","The District of Algoma Health Unit"
"72","9.861592",32,2019-12-03,11.189,286,"APH","The District of Algoma Health Unit"
"73","10.039260",25,2019-12-04,9.843,254,"APH","The District of Algoma Health Unit"
"74","10.440181",26,2019-12-05,9.811,265,"APH","The District of Algoma Health Unit"
"75","10.523385",26,2019-12-06,9.665,269,"APH","The District of Algoma Health Unit"
"76","10.429448",18,2019-12-07,8.696,207,"APH","The District of Algoma Health Unit"
"77","10.644258",32,2019-12-08,14.159,226,"APH","The District of Algoma Health Unit"
"78","10.887772",36,2019-12-09,12.676,284,"APH","The District of Algoma Health Unit"
"79","10.580794",21,2019-12-10,8.974,234,"APH","The District of Algoma Health Unit"
"80","10.799766",26,2019-12-11,11.404,228,"APH","The District of Algoma Health Unit"
"81","10.570071",19,2019-12-12,8.051,236,"APH","The District of Algoma Health Unit"
"82","10.061350",12,2019-12-13,5.581,215,"APH","The District of Algoma Health Unit"
"83","10.876133",34,2019-12-14,14.655,232,"APH","The District of Algoma Health Unit"
"84","10.458716",23,2019-12-15,11.165,206,"APH","The District of Algoma Health Unit"
"85","10.494572",39,2019-12-16,12.704,307,"APH","The District of Algoma Health Unit"
"86","11.144578",32,2019-12-17,13.559,236,"APH","The District of Algoma Health Unit"
"87","10.992908",27,2019-12-18,10.385,260,"APH","The District of Algoma Health Unit"
"88","11.995249",35,2019-12-19,15.351,228,"APH","The District of Algoma Health Unit"
"89","12.688297",29,2019-12-20,11.284,257,"APH","The District of Algoma Health Unit"
"90","12.914485",37,2019-12-21,16.444,225,"APH","The District of Algoma Health Unit"
"91","13.467049",36,2019-12-22,15.517,232,"APH","The District of Algoma Health Unit"
"92","13.492991",35,2019-12-23,12.774,274,"APH","The District of Algoma Health Unit"
"93","13.582444",30,2019-12-24,14.286,210,"APH","The District of Algoma Health Unit"
"94","13.685551",13,2019-12-25,8.966,145,"APH","The District of Algoma Health Unit"
"95","14.080100",45,2019-12-26,17.647,255,"APH","The District of Algoma Health Unit"
"96","14.529915",42,2019-12-27,14.141,297,"APH","The District of Algoma Health Unit"
"97","14.150385",38,2019-12-28,13.768,276,"APH","The District of Algoma Health Unit"
"98","14.302741",37,2019-12-29,16.742,221,"APH","The District of Algoma Health Unit"
"99","14.405762",35,2019-12-30,13.359,262,"APH","The District of Algoma Health Unit"
"100","15.000000",45,2019-12-31,18.443,244,"APH","The District of Algoma Health Unit"
"101","15.907813",41,2020-01-01,18.304,224,"APH","The District of Algoma Health Unit"
"102","15.413943",45,2020-01-02,14.423,312,"APH","The District of Algoma Health Unit"
"103","15.560392",45,2020-01-03,15.05,299,"APH","The District of Algoma Health Unit"
"104","16.127232",41,2020-01-04,17.826,230,"APH","The District of Algoma Health Unit"
"105","16.066482",38,2020-01-05,16.239,234,"APH","The District of Algoma Health Unit"
"106","15.803965",32,2020-01-06,11.722,273,"APH","The District of Algoma Health Unit"
"107","14.777002",33,2020-01-07,11.419,289,"APH","The District of Algoma Health Unit"
"108","14.030478",33,2020-01-08,12.406,266,"APH","The District of Algoma Health Unit"
"109","13.840263",31,2020-01-09,13.08,237,"APH","The District of Algoma Health Unit"
"110","13.244296",30,2020-01-10,11.194,268,"APH","The District of Algoma Health Unit"
"111","12.465220",27,2020-01-11,11.739,230,"APH","The District of Algoma Health Unit"
"112","11.833988",25,2020-01-12,11.364,220,"APH","The District of Algoma Health Unit"
"113","12.555556",47,2020-01-13,16.207,290,"APH","The District of Algoma Health Unit"
"114","12.740657",32,2020-01-14,12.549,255,"APH","The District of Algoma Health Unit"
"115","12.612074",19,2020-01-15,10.983,173,"APH","The District of Algoma Health Unit"
"116","12.804097",20,2020-01-16,15.873,126,"APH","The District of Algoma Health Unit"
"117","12.823920",23,2020-01-17,10.9,211,"APH","The District of Algoma Health Unit"
"118","13.360600",30,2020-01-18,15.625,192,"APH","The District of Algoma Health Unit"
"119","14.107884",33,2020-01-19,16.583,199,"APH","The District of Algoma Health Unit"
"120","13.273106",34,2020-01-20,12.014,283,"APH","The District of Algoma Health Unit"
"121","13.630042",37,2020-01-21,14.567,254,"APH","The District of Algoma Health Unit"
"122","13.639344",31,2020-01-22,11.923,260,"APH","The District of Algoma Health Unit"
"123","13.633597",36,2020-01-23,14.754,244,"APH","The District of Algoma Health Unit"
"124","14.847943",48,2020-01-24,19.592,245,"APH","The District of Algoma Health Unit"
"125","14.788732",33,2020-01-25,15.068,219,"APH","The District of Algoma Health Unit"
"126","15.060589",42,2020-01-26,18.421,228,"APH","The District of Algoma Health Unit"
"127","16.052934",52,2020-01-27,18.056,288,"APH","The District of Algoma Health Unit"
"128","16.406701",42,2020-01-28,17.004,247,"APH","The District of Algoma Health Unit"
"129","17.149479",43,2020-01-29,16.863,255,"APH","The District of Algoma Health Unit"
"130","16.503738",27,2020-01-30,10.506,257,"APH","The District of Algoma Health Unit"
"131","15.501166",27,2020-01-31,12.162,222,"APH","The District of Algoma Health Unit"
"132","15.349106",33,2020-02-01,13.983,236,"APH","The District of Algoma Health Unit"
"133","15.146299",40,2020-02-02,16.807,238,"APH","The District of Algoma Health Unit"
"134","14.563107",43,2020-02-03,14.527,296,"APH","The District of Algoma Health Unit"
"135","14.301865",40,2020-02-04,15.094,265,"APH","The District of Algoma Health Unit"
"136","13.705584",33,2020-02-05,12.741,259,"APH","The District of Algoma Health Unit"
"137","14.116985",35,2020-02-06,13.359,262,"APH","The District of Algoma Health Unit"
"138","14.301310",38,2020-02-07,13.768,276,"APH","The District of Algoma Health Unit"
"139","14.519651",37,2020-02-08,15.678,236,"APH","The District of Algoma Health Unit"
"140","14.363736",37,2020-02-09,15.612,237,"APH","The District of Algoma Health Unit"
"141","14.223195",40,2020-02-10,13.652,293,"APH","The District of Algoma Health Unit"
"142","13.916392",33,2020-02-11,12.941,255,"APH","The District of Algoma Health Unit"
"143","14.317425",38,2020-02-12,15.638,243,"APH","The District of Algoma Health Unit"
"144","14.174107",31,2020-02-13,12.302,252,"APH","The District of Algoma Health Unit"
"145","13.716562",25,2020-02-14,10.373,241,"APH","The District of Algoma Health Unit"
"146","14.040115",41,2020-02-15,18.304,224,"APH","The District of Algoma Health Unit"
"147","14.098920",40,2020-02-16,15.936,251,"APH","The District of Algoma Health Unit"
"148","14.767442",46,2020-02-17,18.11,254,"APH","The District of Algoma Health Unit"
"149","14.947245",34,2020-02-18,14.108,241,"APH","The District of Algoma Health Unit"
"150","15.144509",45,2020-02-19,16.854,267,"APH","The District of Algoma Health Unit"
"151","15.468037",40,2020-02-20,14.599,274,"APH","The District of Algoma Health Unit"
"152","16.582350",49,2020-02-21,18.284,268,"APH","The District of Algoma Health Unit"
"153","16.452154",40,2020-02-22,17.241,232,"APH","The District of Algoma Health Unit"
"154","15.916760",29,2020-02-23,11.983,242,"APH","The District of Algoma Health Unit"
"155","14.975583",39,2020-02-24,12.226,319,"APH","The District of Algoma Health Unit"
"156","14.551248",32,2020-02-25,11.388,281,"APH","The District of Algoma Health Unit"
"157","14.208827",35,2020-02-26,14.463,242,"APH","The District of Algoma Health Unit"
"158","13.954741",35,2020-02-27,12.868,272,"APH","The District of Algoma Health Unit"
"159","12.990603",25,2020-02-28,11.312,221,"APH","The District of Algoma Health Unit"
"160","12.695749",32,2020-02-29,15.166,211,"APH","The District of Algoma Health Unit"
"161","13.756317",47,2020-03-01,20,235,"APH","The District of Algoma Health Unit"
"162","14.639640",54,2020-03-02,17.197,314,"APH","The District of Algoma Health Unit"
"163","15.002852",35,2020-03-03,13.566,258,"APH","The District of Algoma Health Unit"
"164","15.039282",40,2020-03-04,14.76,271,"APH","The District of Algoma Health Unit"
"165","15.019989",30,2020-03-05,12.448,241,"APH","The District of Algoma Health Unit"
"166","15.132693",30,2020-03-06,12.448,241,"APH","The District of Algoma Health Unit"
"167","15.367232",36,2020-03-07,17.143,210,"APH","The District of Algoma Health Unit"
"168","14.855491",32,2020-03-08,16.41,195,"APH","The District of Algoma Health Unit"
"169","14.038232",32,2020-03-09,12.403,258,"APH","The District of Algoma Health Unit"
"170","14.104882",34,2020-03-10,13.992,243,"APH","The District of Algoma Health Unit"
"171","13.860797",39,2020-03-11,13.311,293,"APH","The District of Algoma Health Unit"
"172","14.563679",44,2020-03-12,17.188,256,"APH","The District of Algoma Health Unit"
"173","15.688623",45,2020-03-13,20.93,215,"APH","The District of Algoma Health Unit"
"174","15.975976",40,2020-03-14,19.512,205,"APH","The District of Algoma Health Unit"
"175","16.564792",37,2020-03-15,22.289,166,"APH","The District of Algoma Health Unit"
"176","16.834171",29,2020-03-16,13.551,214,"APH","The District of Algoma Health Unit"
"177","15.965834",9,2020-03-17,5.202,173,"APH","The District of Algoma Health Unit"
"178","16.367552",24,2020-03-18,14.634,164,"APH","The District of Algoma Health Unit"
"179","15.947612",23,2020-03-19,14.286,161,"APH","The District of Algoma Health Unit"
"180","15.228013",25,2020-03-20,17.241,145,"APH","The District of Algoma Health Unit"
"181","6.153846",16,2019-09-23,6.154,260,"BCHU","Brant County Health Unit"
"182","6.543967",16,2019-09-24,6.987,229,"BCHU","Brant County Health Unit"
"183","6.891702",17,2019-09-25,7.658,222,"BCHU","Brant County Health Unit"
"184","7.040704",15,2019-09-26,7.576,198,"BCHU","Brant County Health Unit"
"185","7.036060",16,2019-09-27,7.018,228,"BCHU","Brant County Health Unit"
"186","7.449210",19,2019-09-28,9.896,192,"BCHU","Brant County Health Unit"
"187","7.485227",15,2019-09-29,7.732,194,"BCHU","Brant County Health Unit"
"188","7.892977",20,2019-09-30,8.621,232,"BCHU","Brant County Health Unit"
"189","7.651364",13,2019-10-01,5.485,237,"BCHU","Brant County Health Unit"
"190","7.300737",11,2019-10-02,5.189,212,"BCHU","Brant County Health Unit"
"191","7.334643",18,2019-10-03,7.759,232,"BCHU","Brant County Health Unit"
"192","7.594086",17,2019-10-04,8.995,189,"BCHU","Brant County Health Unit"
"193","7.297297",14,2019-10-05,7.609,184,"BCHU","Brant County Health Unit"
"194","7.806191",23,2019-10-06,11.5,200,"BCHU","Brant County Health Unit"
"195","7.940781",22,2019-10-07,9.483,232,"BCHU","Brant County Health Unit"
"196","8.468835",20,2019-10-08,8.811,227,"BCHU","Brant County Health Unit"
"197","9.016949",19,2019-10-09,9.005,211,"BCHU","Brant County Health Unit"
"198","9.361997",20,2019-10-10,10.05,199,"BCHU","Brant County Health Unit"
"199","9.945504",28,2019-10-11,13.023,215,"BCHU","Brant County Health Unit"
"200","9.910530",12,2019-10-12,7.101,169,"BCHU","Brant County Health Unit"
"201","10.788382",35,2019-10-13,18.135,193,"BCHU","Brant County Health Unit"
"202","11.634349",34,2019-10-14,14.783,230,"BCHU","Brant County Health Unit"
"203","12.388775",33,2019-10-15,13.525,244,"BCHU","Brant County Health Unit"
"204","12.143826",17,2019-10-16,7.589,224,"BCHU","Brant County Health Unit"
"205","12.226776",20,2019-10-17,10.582,189,"BCHU","Brant County Health Unit"
"206","11.837577",21,2019-10-18,10.294,204,"BCHU","Brant County Health Unit"
"207","12.877264",32,2019-10-19,15.459,207,"BCHU","Brant County Health Unit"
"208","11.973684",25,2019-10-20,11.261,222,"BCHU","Brant County Health Unit"
"209","10.412574",11,2019-10-21,4.641,237,"BCHU","Brant County Health Unit"
"210","9.060626",10,2019-10-22,4.587,218,"BCHU","Brant County Health Unit"
"211","9.236948",19,2019-10-23,8.756,217,"BCHU","Brant County Health Unit"
"212","9.078947",20,2019-10-24,9.302,215,"BCHU","Brant County Health Unit"
"213","8.969210",17,2019-10-25,9.551,178,"BCHU","Brant County Health Unit"
"214","7.989167",16,2019-10-26,8.421,190,"BCHU","Brant County Health Unit"
"215","7.916667",21,2019-10-27,11.351,185,"BCHU","Brant County Health Unit"
"216","8.948087",28,2019-10-28,10.728,261,"BCHU","Brant County Health Unit"
"217","9.428768",16,2019-10-29,7.729,207,"BCHU","Brant County Health Unit"
"218","9.437890",18,2019-10-30,8.78,205,"BCHU","Brant County Health Unit"
"219","9.212377",15,2019-10-31,7.653,196,"BCHU","Brant County Health Unit"
"220","9.034051",16,2019-11-01,8.205,195,"BCHU","Brant County Health Unit"
"221","8.947006",16,2019-11-02,7.843,204,"BCHU","Brant County Health Unit"
"222","8.911565",22,2019-11-03,10.891,202,"BCHU","Brant County Health Unit"
"223","8.585165",22,2019-11-04,8.907,247,"BCHU","Brant County Health Unit"
"224","9.310345",26,2019-11-05,12.935,201,"BCHU","Brant County Health Unit"
"225","9.683927",27,2019-11-06,11.157,242,"BCHU","Brant County Health Unit"
"226","9.946237",19,2019-11-07,9.645,197,"BCHU","Brant County Health Unit"
"227","10.166113",21,2019-11-08,9.906,212,"BCHU","Brant County Health Unit"
"228","10.188934",14,2019-11-09,7.735,181,"BCHU","Brant County Health Unit"
"229","10.359116",21,2019-11-10,12.5,168,"BCHU","Brant County Health Unit"
"230","9.957020",11,2019-11-11,5.641,195,"BCHU","Brant County Health Unit"
"231","10.300429",31,2019-11-12,15.271,203,"BCHU","Brant County Health Unit"
"232","9.971098",21,2019-11-13,9.211,228,"BCHU","Brant County Health Unit"
"233","10.260116",23,2019-11-14,11.675,197,"BCHU","Brant County Health Unit"
"234","9.919177",14,2019-11-15,7.407,189,"BCHU","Brant County Health Unit"
"235","10.181818",19,2019-11-16,9.744,195,"BCHU","Brant County Health Unit"
"236","9.629101",16,2019-11-17,8.205,195,"BCHU","Brant County Health Unit"
"237","9.435262",13,2019-11-18,5.306,245,"BCHU","Brant County Health Unit"
"238","8.523909",17,2019-11-19,8.763,194,"BCHU","Brant County Health Unit"
"239","8.668076",21,2019-11-20,10.294,204,"BCHU","Brant County Health Unit"
"240","8.374040",20,2019-11-21,9.479,211,"BCHU","Brant County Health Unit"
"241","8.157716",14,2019-11-22,6.167,227,"BCHU","Brant County Health Unit"
"242","8.339029",21,2019-11-23,11.23,187,"BCHU","Brant County Health Unit"
"243","8.773132",22,2019-11-24,11.518,191,"BCHU","Brant County Health Unit"
"244","10.034602",30,2019-11-25,12.987,231,"BCHU","Brant County Health Unit"
"245","10.129164",21,2019-11-26,9.545,220,"BCHU","Brant County Health Unit"
"246","9.973046",20,2019-11-27,9.217,217,"BCHU","Brant County Health Unit"
"247","10.101010",22,2019-11-28,10.377,212,"BCHU","Brant County Health Unit"
"248","10.457963",17,2019-11-29,8.293,205,"BCHU","Brant County Health Unit"
"249","11.027397",29,2019-11-30,15.761,184,"BCHU","Brant County Health Unit"
"250","10.816469",16,2019-12-01,9.756,164,"BCHU","Brant County Health Unit"
"251","10.145935",21,2019-12-02,8.861,237,"BCHU","Brant County Health Unit"
"252","10.170697",18,2019-12-03,9.626,187,"BCHU","Brant County Health Unit"
"253","10.134656",20,2019-12-04,9.009,222,"BCHU","Brant County Health Unit"
"254","9.527221",12,2019-12-05,6.091,197,"BCHU","Brant County Health Unit"
"255","10.021171",26,2019-12-06,11.504,226,"BCHU","Brant County Health Unit"
"256","8.829713",13,2019-12-07,6.701,194,"BCHU","Brant County Health Unit"
"257","9.533608",29,2019-12-08,14.872,195,"BCHU","Brant County Health Unit"
"258","10.096819",28,2019-12-09,12.444,225,"BCHU","Brant County Health Unit"
"259","10.884354",32,2019-12-10,15.166,211,"BCHU","Brant County Health Unit"
"260","11.355816",25,2019-12-11,12.195,205,"BCHU","Brant County Health Unit"
"261","12.079616",23,2019-12-12,11.443,201,"BCHU","Brant County Health Unit"
"262","12.119114",25,2019-12-13,11.737,213,"BCHU","Brant County Health Unit"
"263","12.779330",21,2019-12-14,11.538,182,"BCHU","Brant County Health Unit"
"264","12.807882",28,2019-12-15,15.217,184,"BCHU","Brant County Health Unit"
"265","13.226032",35,2019-12-16,15.021,233,"BCHU","Brant County Health Unit"
"266","12.019567",15,2019-12-17,7.042,213,"BCHU","Brant County Health Unit"
"267","13.314840",45,2019-12-18,20.833,216,"BCHU","Brant County Health Unit"
"268","13.539519",28,2019-12-19,13.084,214,"BCHU","Brant County Health Unit"
"269","13.607816",23,2019-12-20,12.042,191,"BCHU","Brant County Health Unit"
"270","14.779006",40,2019-12-21,20.305,197,"BCHU","Brant County Health Unit"
"271","15.268226",36,2019-12-22,18.947,190,"BCHU","Brant County Health Unit"
"272","14.944904",30,2019-12-23,12.987,231,"BCHU","Brant County Health Unit"
"273","16.250000",32,2019-12-24,15.92,201,"BCHU","Brant County Health Unit"
"274","16.053748",38,2019-12-25,20,190,"BCHU","Brant County Health Unit"
"275","18.392371",71,2019-12-26,26.493,268,"BCHU","Brant County Health Unit"
"276","18.725869",44,2019-12-27,15.884,277,"BCHU","Brant County Health Unit"
"277","18.949343",52,2019-12-28,21.488,242,"BCHU","Brant County Health Unit"
"278","18.682635",45,2019-12-29,17.241,261,"BCHU","Brant County Health Unit"
"279","19.124424",50,2019-12-30,16.835,297,"BCHU","Brant County Health Unit"
"280","19.090909",36,2019-12-31,16,225,"BCHU","Brant County Health Unit"
"281","19.867550",62,2020-01-01,25.62,242,"BCHU","Brant County Health Unit"
"282","17.990006",35,2020-01-02,13.619,257,"BCHU","Brant County Health Unit"
"283","17.875211",38,2020-01-03,14.902,255,"BCHU","Brant County Health Unit"
"284","16.781214",27,2020-01-04,12.919,209,"BCHU","Brant County Health Unit"
"285","16.715201",39,2020-01-05,16.81,232,"BCHU","Brant County Health Unit"
"286","17.068758",46,2020-01-06,19.328,238,"BCHU","Brant County Health Unit"
"287","17.017438",36,2020-01-07,15.652,230,"BCHU","Brant County Health Unit"
"288","15.070165",26,2020-01-08,11.927,218,"BCHU","Brant County Health Unit"
"289","14.654088",21,2020-01-09,10.096,208,"BCHU","Brant County Health Unit"
"290","14.231015",28,2020-01-10,12.069,232,"BCHU","Brant County Health Unit"
"291","14.698331",33,2020-01-11,16.5,200,"BCHU","Brant County Health Unit"
"292","13.574661",20,2020-01-12,9.05,221,"BCHU","Brant County Health Unit"
"293","12.459016",26,2020-01-13,12.037,216,"BCHU","Brant County Health Unit"
"294","11.614173",23,2020-01-14,10.044,229,"BCHU","Brant County Health Unit"
"295","11.422977",24,2020-01-15,10.619,226,"BCHU","Brant County Health Unit"
"296","11.734029",26,2020-01-16,12.381,210,"BCHU","Brant County Health Unit"
"297","11.221780",17,2020-01-17,8.333,204,"BCHU","Brant County Health Unit"
"298","11.051213",28,2020-01-18,15.73,178,"BCHU","Brant County Health Unit"
"299","11.920981",31,2020-01-19,15.122,205,"BCHU","Brant County Health Unit"
"300","11.632653",22,2020-01-20,10.092,218,"BCHU","Brant County Health Unit"
"301","11.732974",26,2020-01-21,10.744,242,"BCHU","Brant County Health Unit"
"302","11.973244",29,2020-01-22,12.185,238,"BCHU","Brant County Health Unit"
"303","12.005366",26,2020-01-23,12.621,206,"BCHU","Brant County Health Unit"
"304","12.458582",26,2020-01-24,11.712,222,"BCHU","Brant County Health Unit"
"305","12.073491",24,2020-01-25,12.435,193,"BCHU","Brant County Health Unit"
"306","11.823647",24,2020-01-26,13.483,178,"BCHU","Brant County Health Unit"
"307","11.784068",24,2020-01-27,10,240,"BCHU","Brant County Health Unit"
"308","12.458138",33,2020-01-28,15.278,216,"BCHU","Brant County Health Unit"
"309","12.125341",21,2020-01-29,9.859,213,"BCHU","Brant County Health Unit"
"310","11.824324",23,2020-01-30,10.55,218,"BCHU","Brant County Health Unit"
"311","12.266667",35,2020-01-31,14.463,242,"BCHU","Brant County Health Unit"
"312","13.078471",35,2020-02-01,19.022,184,"BCHU","Brant County Health Unit"
"313","12.982690",24,2020-02-02,12.698,189,"BCHU","Brant County Health Unit"
"314","14.248194",46,2020-02-03,17.625,261,"BCHU","Brant County Health Unit"
"315","13.707572",26,2020-02-04,11.556,225,"BCHU","Brant County Health Unit"
"316","13.612565",19,2020-02-05,9.091,209,"BCHU","Brant County Health Unit"
"317","13.509934",19,2020-02-06,9.5,200,"BCHU","Brant County Health Unit"
"318","13.233288",25,2020-02-07,12.626,198,"BCHU","Brant County Health Unit"
"319","12.559082",27,2020-02-08,13.568,199,"BCHU","Brant County Health Unit"
"320","12.165775",20,2020-02-09,9.804,204,"BCHU","Brant County Health Unit"
"321","10.952381",25,2020-02-10,10.638,235,"BCHU","Brant County Health Unit"
"322","10.844200",23,2020-02-11,10.849,212,"BCHU","Brant County Health Unit"
"323","10.584192",15,2020-02-12,7.246,207,"BCHU","Brant County Health Unit"
"324","10.943912",25,2020-02-13,12.077,207,"BCHU","Brant County Health Unit"
"325","10.838446",24,2020-02-14,11.823,203,"BCHU","Brant County Health Unit"
"326","10.551724",21,2020-02-15,11.538,182,"BCHU","Brant County Health Unit"
"327","10.995129",25,2020-02-16,13.089,191,"BCHU","Brant County Health Unit"
"328","11.702128",32,2020-02-17,15.385,208,"BCHU","Brant County Health Unit"
"329","11.834734",27,2020-02-18,11.739,230,"BCHU","Brant County Health Unit"
"330","12.035763",21,2020-02-19,9.013,233,"BCHU","Brant County Health Unit"
"331","12.071331",26,2020-02-20,12.322,211,"BCHU","Brant County Health Unit"
"332","11.594203",16,2020-02-21,8.247,194,"BCHU","Brant County Health Unit"
"333","11.157025",15,2020-02-22,8.108,185,"BCHU","Brant County Health Unit"
"334","11.156742",26,2020-02-23,13,200,"BCHU","Brant County Health Unit"
"335","10.601915",24,2020-02-24,11.483,209,"BCHU","Brant County Health Unit"
"336","10.721649",28,2020-02-25,12.556,223,"BCHU","Brant County Health Unit"
"337","11.212976",24,2020-02-26,12.245,196,"BCHU","Brant County Health Unit"
"338","10.799439",21,2020-02-27,9.589,219,"BCHU","Brant County Health Unit"
"339","10.471567",13,2020-02-28,6.19,210,"BCHU","Brant County Health Unit"
"340","11.149584",25,2020-02-29,13.369,187,"BCHU","Brant County Health Unit"
"341","10.915493",20,2020-03-01,11.364,176,"BCHU","Brant County Health Unit"
"342","10.907811",24,2020-03-02,11.429,210,"BCHU","Brant County Health Unit"
"343","10.770328",24,2020-03-03,11.765,204,"BCHU","Brant County Health Unit"
