"","PctRespMA7Days","RespVisits","AllVisits","AdmissionDate","PctResp","Phu","PhuName","HUID","CutoffGreen","CutoffRed"
"32",0.10801782,26,286,2019-10-24,0.09091,"APH","The District of Algoma Health Unit","2226",15,20
"33",0.10920177,29,266,2019-10-25,0.10902,"APH","The District of Algoma Health Unit","2226",15,20
"34",0.109314,25,225,2019-10-26,0.11111,"APH","The District of Algoma Health Unit","2226",15,20
"35",0.10851419,30,238,2019-10-27,0.12605,"APH","The District of Algoma Health Unit","2226",15,20
"36",0.10816901,28,249,2019-10-28,0.11245,"APH","The District of Algoma Health Unit","2226",15,20
"37",0.10620012,9,116,2019-10-29,0.07759,"APH","The District of Algoma Health Unit","2226",15,20
"38",0.10499028,15,163,2019-10-30,0.09202,"APH","The District of Algoma Health Unit","2226",15,20
"39",0.10344828,20,251,2019-10-31,0.07968,"APH","The District of Algoma Health Unit","2226",15,20
"40",0.09921156,24,280,2019-11-01,0.08571,"APH","The District of Algoma Health Unit","2226",15,20
"41",0.1023622,30,227,2019-11-02,0.13216,"APH","The District of Algoma Health Unit","2226",15,20
"42",0.10189419,30,245,2019-11-03,0.12245,"APH","The District of Algoma Health Unit","2226",15,20
"43",0.10399493,36,295,2019-11-04,0.12203,"APH","The District of Algoma Health Unit","2226",15,20
"44",0.10922897,32,251,2019-11-05,0.12749,"APH","The District of Algoma Health Unit","2226",15,20
"45",0.11270718,32,261,2019-11-06,0.12261,"APH","The District of Algoma Health Unit","2226",15,20
"46",0.11462882,26,273,2019-11-07,0.09524,"APH","The District of Algoma Health Unit","2226",15,20
"47",0.12577204,38,229,2019-11-08,0.16594,"APH","The District of Algoma Health Unit","2226",15,20
"48",0.12571104,27,204,2019-11-09,0.13235,"APH","The District of Algoma Health Unit","2226",15,20
"49",0.13095238,40,251,2019-11-10,0.15936,"APH","The District of Algoma Health Unit","2226",15,20
"50",0.13333333,35,256,2019-11-11,0.13672,"APH","The District of Algoma Health Unit","2226",15,20
"51",0.12884504,24,249,2019-11-12,0.09639,"APH","The District of Algoma Health Unit","2226",15,20
"52",0.11921296,16,266,2019-11-13,0.06015,"APH","The District of Algoma Health Unit","2226",15,20
"53",0.12078978,28,267,2019-11-14,0.10487,"APH","The District of Algoma Health Unit","2226",15,20
"54",0.11425339,32,275,2019-11-15,0.11636,"APH","The District of Algoma Health Unit","2226",15,20
"55",0.11241611,26,224,2019-11-16,0.11607,"APH","The District of Algoma Health Unit","2226",15,20
"56",0.10432277,20,198,2019-11-17,0.10101,"APH","The District of Algoma Health Unit","2226",15,20
"57",0.10394061,36,272,2019-11-18,0.13235,"APH","The District of Algoma Health Unit","2226",15,20
"58",0.10567735,30,277,2019-11-19,0.1083,"APH","The District of Algoma Health Unit","2226",15,20
"59",0.1105471,24,260,2019-11-20,0.09231,"APH","The District of Algoma Health Unit","2226",15,20
"60",0.11262799,30,252,2019-11-21,0.11905,"APH","The District of Algoma Health Unit","2226",15,20
"61",0.11123986,26,243,2019-11-22,0.107,"APH","The District of Algoma Health Unit","2226",15,20
"62",0.11025943,21,194,2019-11-23,0.10825,"APH","The District of Algoma Health Unit","2226",15,20
"63",0.11686816,36,239,2019-11-24,0.15063,"APH","The District of Algoma Health Unit","2226",15,20
"64",0.11483798,35,294,2019-11-25,0.11905,"APH","The District of Algoma Health Unit","2226",15,20
"65",0.11361015,25,252,2019-11-26,0.09921,"APH","The District of Algoma Health Unit","2226",15,20
"66",0.1131626,17,205,2019-11-27,0.08293,"APH","The District of Algoma Health Unit","2226",15,20
"67",0.10569583,20,276,2019-11-28,0.07246,"APH","The District of Algoma Health Unit","2226",15,20
"68",0.10322581,22,245,2019-11-29,0.0898,"APH","The District of Algoma Health Unit","2226",15,20
"69",0.10168507,20,210,2019-11-30,0.09524,"APH","The District of Algoma Health Unit","2226",15,20
"70",0.0979021,29,234,2019-12-01,0.12393,"APH","The District of Algoma Health Unit","2226",15,20
"71",0.09647059,31,278,2019-12-02,0.11151,"APH","The District of Algoma Health Unit","2226",15,20
"72",0.09861592,32,286,2019-12-03,0.11189,"APH","The District of Algoma Health Unit","2226",15,20
"73",0.1003926,25,254,2019-12-04,0.09843,"APH","The District of Algoma Health Unit","2226",15,20
"74",0.10440181,26,265,2019-12-05,0.09811,"APH","The District of Algoma Health Unit","2226",15,20
"75",0.10523385,26,269,2019-12-06,0.09665,"APH","The District of Algoma Health Unit","2226",15,20
"76",0.10429448,18,207,2019-12-07,0.08696,"APH","The District of Algoma Health Unit","2226",15,20
"77",0.10644258,32,226,2019-12-08,0.14159,"APH","The District of Algoma Health Unit","2226",15,20
"78",0.10887772,36,284,2019-12-09,0.12676,"APH","The District of Algoma Health Unit","2226",15,20
"79",0.10580794,21,234,2019-12-10,0.08974,"APH","The District of Algoma Health Unit","2226",15,20
"80",0.10799766,26,228,2019-12-11,0.11404,"APH","The District of Algoma Health Unit","2226",15,20
"81",0.10570071,19,236,2019-12-12,0.08051,"APH","The District of Algoma Health Unit","2226",15,20
"82",0.1006135,12,215,2019-12-13,0.05581,"APH","The District of Algoma Health Unit","2226",15,20
"83",0.10876133,34,232,2019-12-14,0.14655,"APH","The District of Algoma Health Unit","2226",15,20
"84",0.10458716,23,206,2019-12-15,0.11165,"APH","The District of Algoma Health Unit","2226",15,20
"85",0.10494572,39,307,2019-12-16,0.12704,"APH","The District of Algoma Health Unit","2226",15,20
"86",0.11144578,32,236,2019-12-17,0.13559,"APH","The District of Algoma Health Unit","2226",15,20
"87",0.10992908,27,260,2019-12-18,0.10385,"APH","The District of Algoma Health Unit","2226",15,20
"88",0.11995249,35,228,2019-12-19,0.15351,"APH","The District of Algoma Health Unit","2226",15,20
"89",0.12688297,29,257,2019-12-20,0.11284,"APH","The District of Algoma Health Unit","2226",15,20
"90",0.12914485,37,225,2019-12-21,0.16444,"APH","The District of Algoma Health Unit","2226",15,20
"91",0.13467049,36,232,2019-12-22,0.15517,"APH","The District of Algoma Health Unit","2226",15,20
"92",0.13492991,35,274,2019-12-23,0.12774,"APH","The District of Algoma Health Unit","2226",15,20
"93",0.13582444,30,210,2019-12-24,0.14286,"APH","The District of Algoma Health Unit","2226",15,20
"94",0.13685551,13,145,2019-12-25,0.08966,"APH","The District of Algoma Health Unit","2226",15,20
"95",0.140801,45,255,2019-12-26,0.17647,"APH","The District of Algoma Health Unit","2226",15,20
"96",0.14529915,42,297,2019-12-27,0.14141,"APH","The District of Algoma Health Unit","2226",15,20
"97",0.14150385,38,276,2019-12-28,0.13768,"APH","The District of Algoma Health Unit","2226",15,20
"98",0.14302741,37,221,2019-12-29,0.16742,"APH","The District of Algoma Health Unit","2226",15,20
"99",0.14405762,35,262,2019-12-30,0.13359,"APH","The District of Algoma Health Unit","2226",15,20
"100",0.15,45,244,2019-12-31,0.18443,"APH","The District of Algoma Health Unit","2226",15,20
"101",0.15907813,41,224,2020-01-01,0.18304,"APH","The District of Algoma Health Unit","2226",15,20
"102",0.15413943,45,312,2020-01-02,0.14423,"APH","The District of Algoma Health Unit","2226",15,20
"103",0.15560392,45,299,2020-01-03,0.1505,"APH","The District of Algoma Health Unit","2226",15,20
"104",0.16127232,41,230,2020-01-04,0.17826,"APH","The District of Algoma Health Unit","2226",15,20
"105",0.16066482,38,234,2020-01-05,0.16239,"APH","The District of Algoma Health Unit","2226",15,20
"106",0.15803965,32,273,2020-01-06,0.11722,"APH","The District of Algoma Health Unit","2226",15,20
"107",0.14777002,33,289,2020-01-07,0.11419,"APH","The District of Algoma Health Unit","2226",15,20
"108",0.14030478,33,266,2020-01-08,0.12406,"APH","The District of Algoma Health Unit","2226",15,20
"109",0.13840263,31,237,2020-01-09,0.1308,"APH","The District of Algoma Health Unit","2226",15,20
"110",0.13244296,30,268,2020-01-10,0.11194,"APH","The District of Algoma Health Unit","2226",15,20
"111",0.1246522,27,230,2020-01-11,0.11739,"APH","The District of Algoma Health Unit","2226",15,20
"112",0.11833988,25,220,2020-01-12,0.11364,"APH","The District of Algoma Health Unit","2226",15,20
"113",0.12555556,47,290,2020-01-13,0.16207,"APH","The District of Algoma Health Unit","2226",15,20
"114",0.12740657,32,255,2020-01-14,0.12549,"APH","The District of Algoma Health Unit","2226",15,20
"115",0.12612074,19,173,2020-01-15,0.10983,"APH","The District of Algoma Health Unit","2226",15,20
"116",0.12804097,20,126,2020-01-16,0.15873,"APH","The District of Algoma Health Unit","2226",15,20
"117",0.1282392,23,211,2020-01-17,0.109,"APH","The District of Algoma Health Unit","2226",15,20
"118",0.133606,30,192,2020-01-18,0.15625,"APH","The District of Algoma Health Unit","2226",15,20
"119",0.14107884,33,199,2020-01-19,0.16583,"APH","The District of Algoma Health Unit","2226",15,20
"120",0.13273106,34,283,2020-01-20,0.12014,"APH","The District of Algoma Health Unit","2226",15,20
"121",0.13630042,37,254,2020-01-21,0.14567,"APH","The District of Algoma Health Unit","2226",15,20
"122",0.13639344,31,260,2020-01-22,0.11923,"APH","The District of Algoma Health Unit","2226",15,20
"123",0.13633597,36,244,2020-01-23,0.14754,"APH","The District of Algoma Health Unit","2226",15,20
"124",0.14847943,48,245,2020-01-24,0.19592,"APH","The District of Algoma Health Unit","2226",15,20
"125",0.14788732,33,219,2020-01-25,0.15068,"APH","The District of Algoma Health Unit","2226",15,20
"126",0.15060589,42,228,2020-01-26,0.18421,"APH","The District of Algoma Health Unit","2226",15,20
"127",0.16052934,52,288,2020-01-27,0.18056,"APH","The District of Algoma Health Unit","2226",15,20
"128",0.16406701,42,247,2020-01-28,0.17004,"APH","The District of Algoma Health Unit","2226",15,20
"129",0.17149479,43,255,2020-01-29,0.16863,"APH","The District of Algoma Health Unit","2226",15,20
"130",0.16503738,27,257,2020-01-30,0.10506,"APH","The District of Algoma Health Unit","2226",15,20
"131",0.15501166,27,222,2020-01-31,0.12162,"APH","The District of Algoma Health Unit","2226",15,20
"132",0.15349106,33,236,2020-02-01,0.13983,"APH","The District of Algoma Health Unit","2226",15,20
"133",0.15146299,40,238,2020-02-02,0.16807,"APH","The District of Algoma Health Unit","2226",15,20
"134",0.14563107,43,296,2020-02-03,0.14527,"APH","The District of Algoma Health Unit","2226",15,20
"135",0.14301865,40,265,2020-02-04,0.15094,"APH","The District of Algoma Health Unit","2226",15,20
"136",0.13705584,33,259,2020-02-05,0.12741,"APH","The District of Algoma Health Unit","2226",15,20
"137",0.14116985,35,262,2020-02-06,0.13359,"APH","The District of Algoma Health Unit","2226",15,20
"138",0.1430131,38,276,2020-02-07,0.13768,"APH","The District of Algoma Health Unit","2226",15,20
"139",0.14519651,37,236,2020-02-08,0.15678,"APH","The District of Algoma Health Unit","2226",15,20
"140",0.14363736,37,237,2020-02-09,0.15612,"APH","The District of Algoma Health Unit","2226",15,20
"141",0.14223195,40,293,2020-02-10,0.13652,"APH","The District of Algoma Health Unit","2226",15,20
"142",0.13916392,33,255,2020-02-11,0.12941,"APH","The District of Algoma Health Unit","2226",15,20
"143",0.14317425,38,243,2020-02-12,0.15638,"APH","The District of Algoma Health Unit","2226",15,20
"144",0.14174107,31,252,2020-02-13,0.12302,"APH","The District of Algoma Health Unit","2226",15,20
"145",0.13716562,25,241,2020-02-14,0.10373,"APH","The District of Algoma Health Unit","2226",15,20
"146",0.14040115,41,224,2020-02-15,0.18304,"APH","The District of Algoma Health Unit","2226",15,20
"147",0.1409892,40,251,2020-02-16,0.15936,"APH","The District of Algoma Health Unit","2226",15,20
"148",0.14767442,46,254,2020-02-17,0.1811,"APH","The District of Algoma Health Unit","2226",15,20
"149",0.14947245,34,241,2020-02-18,0.14108,"APH","The District of Algoma Health Unit","2226",15,20
"150",0.15144509,45,267,2020-02-19,0.16854,"APH","The District of Algoma Health Unit","2226",15,20
"151",0.15468037,40,274,2020-02-20,0.14599,"APH","The District of Algoma Health Unit","2226",15,20
"152",0.1658235,49,268,2020-02-21,0.18284,"APH","The District of Algoma Health Unit","2226",15,20
"153",0.16452154,40,232,2020-02-22,0.17241,"APH","The District of Algoma Health Unit","2226",15,20
"154",0.1591676,29,242,2020-02-23,0.11983,"APH","The District of Algoma Health Unit","2226",15,20
"155",0.14975583,39,319,2020-02-24,0.12226,"APH","The District of Algoma Health Unit","2226",15,20
"156",0.14551248,32,281,2020-02-25,0.11388,"APH","The District of Algoma Health Unit","2226",15,20
"157",0.14208827,35,242,2020-02-26,0.14463,"APH","The District of Algoma Health Unit","2226",15,20
"158",0.13954741,35,272,2020-02-27,0.12868,"APH","The District of Algoma Health Unit","2226",15,20
"159",0.12990603,25,221,2020-02-28,0.11312,"APH","The District of Algoma Health Unit","2226",15,20
"160",0.12695749,32,211,2020-02-29,0.15166,"APH","The District of Algoma Health Unit","2226",15,20
"161",0.13756317,47,235,2020-03-01,0.2,"APH","The District of Algoma Health Unit","2226",15,20
"162",0.1463964,54,314,2020-03-02,0.17197,"APH","The District of Algoma Health Unit","2226",15,20
"163",0.15002852,35,258,2020-03-03,0.13566,"APH","The District of Algoma Health Unit","2226",15,20
"164",0.15039282,40,271,2020-03-04,0.1476,"APH","The District of Algoma Health Unit","2226",15,20
"165",0.15019989,30,241,2020-03-05,0.12448,"APH","The District of Algoma Health Unit","2226",15,20
"166",0.15132693,30,241,2020-03-06,0.12448,"APH","The District of Algoma Health Unit","2226",15,20
"167",0.15367232,36,210,2020-03-07,0.17143,"APH","The District of Algoma Health Unit","2226",15,20
"168",0.14855491,32,195,2020-03-08,0.1641,"APH","The District of Algoma Health Unit","2226",15,20
"169",0.14038232,32,258,2020-03-09,0.12403,"APH","The District of Algoma Health Unit","2226",15,20
"170",0.14104882,34,243,2020-03-10,0.13992,"APH","The District of Algoma Health Unit","2226",15,20
"171",0.13860797,39,293,2020-03-11,0.13311,"APH","The District of Algoma Health Unit","2226",15,20
"172",0.14563679,44,256,2020-03-12,0.17188,"APH","The District of Algoma Health Unit","2226",15,20
"173",0.15688623,45,215,2020-03-13,0.2093,"APH","The District of Algoma Health Unit","2226",15,20
"174",0.15975976,40,205,2020-03-14,0.19512,"APH","The District of Algoma Health Unit","2226",15,20
"175",0.16564792,37,166,2020-03-15,0.22289,"APH","The District of Algoma Health Unit","2226",15,20
"176",0.16834171,29,214,2020-03-16,0.13551,"APH","The District of Algoma Health Unit","2226",15,20
"177",0.15965834,9,173,2020-03-17,0.05202,"APH","The District of Algoma Health Unit","2226",15,20
"178",0.16367552,24,164,2020-03-18,0.14634,"APH","The District of Algoma Health Unit","2226",15,20
"179",0.15947612,23,161,2020-03-19,0.14286,"APH","The District of Algoma Health Unit","2226",15,20
"180",0.15228013,25,145,2020-03-20,0.17241,"APH","The District of Algoma Health Unit","2226",15,20
"181",0.06153846,16,260,2019-09-23,0.06154,"BCHU","Brant County Health Unit","2227",12,22
"182",0.06543967,16,229,2019-09-24,0.06987,"BCHU","Brant County Health Unit","2227",12,22
"183",0.06891702,17,222,2019-09-25,0.07658,"BCHU","Brant County Health Unit","2227",12,22
"184",0.07040704,15,198,2019-09-26,0.07576,"BCHU","Brant County Health Unit","2227",12,22
"185",0.0703606,16,228,2019-09-27,0.07018,"BCHU","Brant County Health Unit","2227",12,22
"186",0.0744921,19,192,2019-09-28,0.09896,"BCHU","Brant County Health Unit","2227",12,22
"187",0.07485227,15,194,2019-09-29,0.07732,"BCHU","Brant County Health Unit","2227",12,22
"188",0.07892977,20,232,2019-09-30,0.08621,"BCHU","Brant County Health Unit","2227",12,22
"189",0.07651364,13,237,2019-10-01,0.05485,"BCHU","Brant County Health Unit","2227",12,22
"190",0.07300737,11,212,2019-10-02,0.05189,"BCHU","Brant County Health Unit","2227",12,22
"191",0.07334643,18,232,2019-10-03,0.07759,"BCHU","Brant County Health Unit","2227",12,22
"192",0.07594086,17,189,2019-10-04,0.08995,"BCHU","Brant County Health Unit","2227",12,22
"193",0.07297297,14,184,2019-10-05,0.07609,"BCHU","Brant County Health Unit","2227",12,22
"194",0.07806191,23,200,2019-10-06,0.115,"BCHU","Brant County Health Unit","2227",12,22
"195",0.07940781,22,232,2019-10-07,0.09483,"BCHU","Brant County Health Unit","2227",12,22
"196",0.08468835,20,227,2019-10-08,0.08811,"BCHU","Brant County Health Unit","2227",12,22
"197",0.09016949,19,211,2019-10-09,0.09005,"BCHU","Brant County Health Unit","2227",12,22
"198",0.09361997,20,199,2019-10-10,0.1005,"BCHU","Brant County Health Unit","2227",12,22
"199",0.09945504,28,215,2019-10-11,0.13023,"BCHU","Brant County Health Unit","2227",12,22
"200",0.0991053,12,169,2019-10-12,0.07101,"BCHU","Brant County Health Unit","2227",12,22
"201",0.10788382,35,193,2019-10-13,0.18135,"BCHU","Brant County Health Unit","2227",12,22
"202",0.11634349,34,230,2019-10-14,0.14783,"BCHU","Brant County Health Unit","2227",12,22
"203",0.12388775,33,244,2019-10-15,0.13525,"BCHU","Brant County Health Unit","2227",12,22
"204",0.12143826,17,224,2019-10-16,0.07589,"BCHU","Brant County Health Unit","2227",12,22
"205",0.12226776,20,189,2019-10-17,0.10582,"BCHU","Brant County Health Unit","2227",12,22
"206",0.11837577,21,204,2019-10-18,0.10294,"BCHU","Brant County Health Unit","2227",12,22
"207",0.12877264,32,207,2019-10-19,0.15459,"BCHU","Brant County Health Unit","2227",12,22
"208",0.11973684,25,222,2019-10-20,0.11261,"BCHU","Brant County Health Unit","2227",12,22
"209",0.10412574,11,237,2019-10-21,0.04641,"BCHU","Brant County Health Unit","2227",12,22
"210",0.09060626,10,218,2019-10-22,0.04587,"BCHU","Brant County Health Unit","2227",12,22
"211",0.09236948,19,217,2019-10-23,0.08756,"BCHU","Brant County Health Unit","2227",12,22
"212",0.09078947,20,215,2019-10-24,0.09302,"BCHU","Brant County Health Unit","2227",12,22
"213",0.0896921,17,178,2019-10-25,0.09551,"BCHU","Brant County Health Unit","2227",12,22
"214",0.07989167,16,190,2019-10-26,0.08421,"BCHU","Brant County Health Unit","2227",12,22
"215",0.07916667,21,185,2019-10-27,0.11351,"BCHU","Brant County Health Unit","2227",12,22
"216",0.08948087,28,261,2019-10-28,0.10728,"BCHU","Brant County Health Unit","2227",12,22
"217",0.09428768,16,207,2019-10-29,0.07729,"BCHU","Brant County Health Unit","2227",12,22
"218",0.0943789,18,205,2019-10-30,0.0878,"BCHU","Brant County Health Unit","2227",12,22
"219",0.09212377,15,196,2019-10-31,0.07653,"BCHU","Brant County Health Unit","2227",12,22
"220",0.09034051,16,195,2019-11-01,0.08205,"BCHU","Brant County Health Unit","2227",12,22
"221",0.08947006,16,204,2019-11-02,0.07843,"BCHU","Brant County Health Unit","2227",12,22
"222",0.08911565,22,202,2019-11-03,0.10891,"BCHU","Brant County Health Unit","2227",12,22
"223",0.08585165,22,247,2019-11-04,0.08907,"BCHU","Brant County Health Unit","2227",12,22
"224",0.09310345,26,201,2019-11-05,0.12935,"BCHU","Brant County Health Unit","2227",12,22
"225",0.09683927,27,242,2019-11-06,0.11157,"BCHU","Brant County Health Unit","2227",12,22
"226",0.09946237,19,197,2019-11-07,0.09645,"BCHU","Brant County Health Unit","2227",12,22
"227",0.10166113,21,212,2019-11-08,0.09906,"BCHU","Brant County Health Unit","2227",12,22
"228",0.10188934,14,181,2019-11-09,0.07735,"BCHU","Brant County Health Unit","2227",12,22
"229",0.10359116,21,168,2019-11-10,0.125,"BCHU","Brant County Health Unit","2227",12,22
"230",0.0995702,11,195,2019-11-11,0.05641,"BCHU","Brant County Health Unit","2227",12,22
"231",0.10300429,31,203,2019-11-12,0.15271,"BCHU","Brant County Health Unit","2227",12,22
"232",0.09971098,21,228,2019-11-13,0.09211,"BCHU","Brant County Health Unit","2227",12,22
"233",0.10260116,23,197,2019-11-14,0.11675,"BCHU","Brant County Health Unit","2227",12,22
"234",0.09919177,14,189,2019-11-15,0.07407,"BCHU","Brant County Health Unit","2227",12,22
"235",0.10181818,19,195,2019-11-16,0.09744,"BCHU","Brant County Health Unit","2227",12,22
"236",0.09629101,16,195,2019-11-17,0.08205,"BCHU","Brant County Health Unit","2227",12,22
"237",0.09435262,13,245,2019-11-18,0.05306,"BCHU","Brant County Health Unit","2227",12,22
"238",0.08523909,17,194,2019-11-19,0.08763,"BCHU","Brant County Health Unit","2227",12,22
"239",0.08668076,21,204,2019-11-20,0.10294,"BCHU","Brant County Health Unit","2227",12,22
"240",0.0837404,20,211,2019-11-21,0.09479,"BCHU","Brant County Health Unit","2227",12,22
"241",0.08157716,14,227,2019-11-22,0.06167,"BCHU","Brant County Health Unit","2227",12,22
"242",0.08339029,21,187,2019-11-23,0.1123,"BCHU","Brant County Health Unit","2227",12,22
"243",0.08773132,22,191,2019-11-24,0.11518,"BCHU","Brant County Health Unit","2227",12,22
"244",0.10034602,30,231,2019-11-25,0.12987,"BCHU","Brant County Health Unit","2227",12,22
"245",0.10129164,21,220,2019-11-26,0.09545,"BCHU","Brant County Health Unit","2227",12,22
"246",0.09973046,20,217,2019-11-27,0.09217,"BCHU","Brant County Health Unit","2227",12,22
"247",0.1010101,22,212,2019-11-28,0.10377,"BCHU","Brant County Health Unit","2227",12,22
"248",0.10457963,17,205,2019-11-29,0.08293,"BCHU","Brant County Health Unit","2227",12,22
"249",0.11027397,29,184,2019-11-30,0.15761,"BCHU","Brant County Health Unit","2227",12,22
"250",0.10816469,16,164,2019-12-01,0.09756,"BCHU","Brant County Health Unit","2227",12,22
"251",0.10145935,21,237,2019-12-02,0.08861,"BCHU","Brant County Health Unit","2227",12,22
"252",0.10170697,18,187,2019-12-03,0.09626,"BCHU","Brant County Health Unit","2227",12,22
"253",0.10134656,20,222,2019-12-04,0.09009,"BCHU","Brant County Health Unit","2227",12,22
"254",0.09527221,12,197,2019-12-05,0.06091,"BCHU","Brant County Health Unit","2227",12,22
"255",0.10021171,26,226,2019-12-06,0.11504,"BCHU","Brant County Health Unit","2227",12,22
"256",0.08829713,13,194,2019-12-07,0.06701,"BCHU","Brant County Health Unit","2227",12,22
"257",0.09533608,29,195,2019-12-08,0.14872,"BCHU","Brant County Health Unit","2227",12,22
"258",0.10096819,28,225,2019-12-09,0.12444,"BCHU","Brant County Health Unit","2227",12,22
"259",0.10884354,32,211,2019-12-10,0.15166,"BCHU","Brant County Health Unit","2227",12,22
"260",0.11355816,25,205,2019-12-11,0.12195,"BCHU","Brant County Health Unit","2227",12,22
"261",0.12079616,23,201,2019-12-12,0.11443,"BCHU","Brant County Health Unit","2227",12,22
"262",0.12119114,25,213,2019-12-13,0.11737,"BCHU","Brant County Health Unit","2227",12,22
"263",0.1277933,21,182,2019-12-14,0.11538,"BCHU","Brant County Health Unit","2227",12,22
"264",0.12807882,28,184,2019-12-15,0.15217,"BCHU","Brant County Health Unit","2227",12,22
"265",0.13226032,35,233,2019-12-16,0.15021,"BCHU","Brant County Health Unit","2227",12,22
"266",0.12019567,15,213,2019-12-17,0.07042,"BCHU","Brant County Health Unit","2227",12,22
"267",0.1331484,45,216,2019-12-18,0.20833,"BCHU","Brant County Health Unit","2227",12,22
"268",0.13539519,28,214,2019-12-19,0.13084,"BCHU","Brant County Health Unit","2227",12,22
"269",0.13607816,23,191,2019-12-20,0.12042,"BCHU","Brant County Health Unit","2227",12,22
"270",0.14779006,40,197,2019-12-21,0.20305,"BCHU","Brant County Health Unit","2227",12,22
"271",0.15268226,36,190,2019-12-22,0.18947,"BCHU","Brant County Health Unit","2227",12,22
"272",0.14944904,30,231,2019-12-23,0.12987,"BCHU","Brant County Health Unit","2227",12,22
"273",0.1625,32,201,2019-12-24,0.1592,"BCHU","Brant County Health Unit","2227",12,22
"274",0.16053748,38,190,2019-12-25,0.2,"BCHU","Brant County Health Unit","2227",12,22
"275",0.18392371,71,268,2019-12-26,0.26493,"BCHU","Brant County Health Unit","2227",12,22
"276",0.18725869,44,277,2019-12-27,0.15884,"BCHU","Brant County Health Unit","2227",12,22
"277",0.18949343,52,242,2019-12-28,0.21488,"BCHU","Brant County Health Unit","2227",12,22
"278",0.18682635,45,261,2019-12-29,0.17241,"BCHU","Brant County Health Unit","2227",12,22
"279",0.19124424,50,297,2019-12-30,0.16835,"BCHU","Brant County Health Unit","2227",12,22
"280",0.19090909,36,225,2019-12-31,0.16,"BCHU","Brant County Health Unit","2227",12,22
"281",0.1986755,62,242,2020-01-01,0.2562,"BCHU","Brant County Health Unit","2227",12,22
"282",0.17990006,35,257,2020-01-02,0.13619,"BCHU","Brant County Health Unit","2227",12,22
"283",0.17875211,38,255,2020-01-03,0.14902,"BCHU","Brant County Health Unit","2227",12,22
"284",0.16781214,27,209,2020-01-04,0.12919,"BCHU","Brant County Health Unit","2227",12,22
"285",0.16715201,39,232,2020-01-05,0.1681,"BCHU","Brant County Health Unit","2227",12,22
